Date,AAPL
2003-10-13 00:00:00+00:00,1.633772
2003-10-14 00:00:00+00:00,1.647186
2003-10-15 00:00:00+00:00,1.665306
2003-10-16 00:00:00+00:00,1.55996
2003-10-17 00:00:00+00:00,1.526416
2003-10-20 00:00:00+00:00,1.557949
2003-10-21 00:00:00+00:00,1.555263
2003-10-22 00:00:00+00:00,1.527083
2003-10-23 00:00:00+00:00,1.542516
2003-10-24 00:00:00+00:00,1.516356
2003-10-27 00:00:00+00:00,1.516356
2003-10-28 00:00:00+00:00,1.591502
2003-10-29 00:00:00+00:00,1.589483
2003-10-30 00:00:00+00:00,1.549232
2003-10-31 00:00:00+00:00,1.535809
2003-11-03 00:00:00+00:00,1.553253
2003-11-04 00:00:00+00:00,1.537153
2003-11-05 00:00:00+00:00,1.545203
2003-11-06 00:00:00+00:00,1.551243
2003-11-07 00:00:00+00:00,1.509639
2003-11-10 00:00:00+00:00,1.469389
2003-11-11 00:00:00+00:00,1.445229
2003-11-12 00:00:00+00:00,1.498236
2003-11-13 00:00:00+00:00,1.504276
2003-11-14 00:00:00+00:00,1.439866
2003-11-17 00:00:00+00:00,1.417726
2003-11-18 00:00:00+00:00,1.369416
2003-11-19 00:00:00+00:00,1.370083
2003-11-20 00:00:00+00:00,1.367396
2003-11-21 00:00:00+00:00,1.360689
2003-11-24 00:00:00+00:00,1.41906
2003-11-25 00:00:00+00:00,1.387526
2003-11-26 00:00:00+00:00,1.390213
2003-11-28 00:00:00+00:00,1.402959
2003-12-01 00:00:00+00:00,1.456633
2003-12-02 00:00:00+00:00,1.445229
2003-12-03 00:00:00+00:00,1.41101
2003-12-04 00:00:00+00:00,1.41906
2003-12-05 00:00:00+00:00,1.398939
2003-12-08 00:00:00+00:00,1.412353
2003-12-09 00:00:00+00:00,1.372093
2003-12-10 00:00:00+00:00,1.367396
2003-12-11 00:00:00+00:00,1.423089
2003-12-12 00:00:00+00:00,1.401616
2003-12-15 00:00:00+00:00,1.353306
2003-12-16 00:00:00+00:00,1.349953
2003-12-17 00:00:00+00:00,1.333853
2003-12-18 00:00:00+00:00,1.344589
2003-12-19 00:00:00+00:00,1.321773
2003-12-22 00:00:00+00:00,1.331843
2003-12-23 00:00:00+00:00,1.329156
2003-12-24 00:00:00+00:00,1.369416
2003-12-26 00:00:00+00:00,1.394242
2003-12-29 00:00:00+00:00,1.41906
2003-12-30 00:00:00+00:00,1.427786
2003-12-31 00:00:00+00:00,1.433826
2004-01-02 00:00:00+00:00,1.427786
2004-01-05 00:00:00+00:00,1.487499
2004-01-06 00:00:00+00:00,1.482136
2004-01-07 00:00:00+00:00,1.515679
2004-01-08 00:00:00+00:00,1.567343
2004-01-09 00:00:00+00:00,1.543193
2004-01-12 00:00:00+00:00,1.592169
2004-01-13 00:00:00+00:00,1.618339
2004-01-14 00:00:00+00:00,1.623703
2004-01-15 00:00:00+00:00,1.533123
2004-01-16 00:00:00+00:00,1.524406
2004-01-20 00:00:00+00:00,1.525073
2004-01-21 00:00:00+00:00,1.517023
2004-01-22 00:00:00+00:00,1.488176
2004-01-23 00:00:00+00:00,1.513669
2004-01-26 00:00:00+00:00,1.543859
2004-01-27 00:00:00+00:00,1.547889
2004-01-28 00:00:00+00:00,1.510983
2004-01-29 00:00:00+00:00,1.521719
2004-01-30 00:00:00+00:00,1.513669
2004-02-02 00:00:00+00:00,1.497569
2004-02-03 00:00:00+00:00,1.493539
2004-02-04 00:00:00+00:00,1.462006
2004-02-05 00:00:00+00:00,1.504276
2004-02-06 00:00:00+00:00,1.52373
2004-02-09 00:00:00+00:00,1.521052
2004-02-10 00:00:00+00:00,1.541849
2004-02-11 00:00:00+00:00,1.596866
2004-02-12 00:00:00+00:00,1.592169
2004-02-13 00:00:00+00:00,1.543193
2004-02-17 00:00:00+00:00,1.553929
2004-02-18 00:00:00+00:00,1.560636
2004-02-19 00:00:00+00:00,1.507629
2004-02-20 00:00:00+00:00,1.502933
2004-02-23 00:00:00+00:00,1.488843
2004-02-24 00:00:00+00:00,1.500246
2004-02-25 00:00:00+00:00,1.530446
2004-02-26 00:00:00+00:00,1.54587
2004-02-27 00:00:00+00:00,1.604916
2004-03-01 00:00:00+00:00,1.611623
2004-03-02 00:00:00+00:00,1.597533
2004-03-03 00:00:00+00:00,1.604916
2004-03-04 00:00:00+00:00,1.688113
2004-03-05 00:00:00+00:00,1.794126
2004-03-08 00:00:00+00:00,1.744473
2004-03-09 00:00:00+00:00,1.818276
2004-03-10 00:00:00+00:00,1.857193
2004-03-11 00:00:00+00:00,1.821639
2004-03-12 00:00:00+00:00,1.849143
2004-03-15 00:00:00+00:00,1.774672
2004-03-16 00:00:00+00:00,1.732402
2004-03-17 00:00:00+00:00,1.757219
2004-03-18 00:00:00+00:00,1.722333
2004-03-19 00:00:00+00:00,1.735079
2004-03-22 00:00:00+00:00,1.735079
2004-03-23 00:00:00+00:00,1.696839
2004-03-24 00:00:00+00:00,1.710929
2004-03-25 00:00:00+00:00,1.802852
2004-03-26 00:00:00+00:00,1.814256
2004-03-29 00:00:00+00:00,1.872626
2004-03-30 00:00:00+00:00,1.873302
2004-03-31 00:00:00+00:00,1.814256
2004-04-01 00:00:00+00:00,1.818952
2004-04-02 00:00:00+00:00,1.845122
2004-04-05 00:00:00+00:00,1.900139
2004-04-06 00:00:00+00:00,1.867262
2004-04-07 00:00:00+00:00,1.832366
2004-04-08 00:00:00+00:00,1.847132
2004-04-12 00:00:00+00:00,1.881352
2004-04-13 00:00:00+00:00,1.806873
2004-04-14 00:00:00+00:00,1.787419
2004-04-15 00:00:00+00:00,1.965892
2004-04-16 00:00:00+00:00,1.957842
2004-04-19 00:00:00+00:00,1.902149
2004-04-20 00:00:00+00:00,1.860546
2004-04-21 00:00:00+00:00,1.860546
2004-04-22 00:00:00+00:00,1.863909
2004-04-23 00:00:00+00:00,1.858536
2004-04-26 00:00:00+00:00,1.820296
2004-04-27 00:00:00+00:00,1.807549
2004-04-28 00:00:00+00:00,1.774672
2004-04-29 00:00:00+00:00,1.796136
2004-04-30 00:00:00+00:00,1.729716
